"","Site","Station","Parametre"
"6890","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Tébufenpyrad"
"6891","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Tébufénozide"
"6892","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Tébuconazole"
"6893","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Sulfotep"
"6894","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Sulfosulfuron"
"6895","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Spirotétramat"
"6896","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Simétryne"
"6897","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Simazine hydroxy"
"6898","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Simazine"
"6899","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Silthiopham"
"6900","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Siduron"
"6901","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Secbuméton"
"6902","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Sébutylazine"
"6903","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Roténone"
"6904","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Rimsulfuron"
"6905","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Quizalofop éthyl (dont Quizalop P"
"6906","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pyroxsulame"
"6907","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pyrimicarbe (=Pirimicarb)"
"6908","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pyriméthanil"
"6909","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pyrifénox"
"6910","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pyridate"
"6911","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pyridafol"
"6912","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pyrazophos"
"6913","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pyraclostrobine"
"6914","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pymétrozine"
"6915","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Prosulfocarbe"
"6916","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propyzamide"
"6917","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propoxur"
"6918","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propiconazole"
"6919","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propetamphos"
"6920","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propazine"
"6921","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propaquizafop"
"6922","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propanil (= propanamide)"
"6923","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propamocarbe HCl"
"6924","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propamocarbe"
"6925","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Propachlore"
"6926","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Prométryne"
"6927","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Prométon"
"6928","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Profenophos"
"6929","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Prochloraze"
"6930","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Primisulfuron méthyl"
"6931","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pinoxaden"
"6932","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Picoxystrobine"
"6933","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Picolinafen"
"6934","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Phoxime"
"6935","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Phosphamidon"
"6936","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Phenthoate"
"6937","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Péthoxamide"
"6938","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Pencycuron"
"6939","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Penconazole"
"6940","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Paraoxon méthyl"
"6941","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Oxydéméton méthyl (= Dém. S Mét."
"6942","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Oxamyl"
"6943","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Oxadixyl"
"6944","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Ométhoate"
"6945","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Ofurace"
"6946","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Norflurazon desméthyl"
"6947","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Norflurazon"
"6948","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","NICOS"
"6949","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Néburon"
"6950","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Napropamide"
"6951","Bassin Ville au Blanc","VaB sortie / VaB_04","Diazinon"
"6952","Bassin Ville au Blanc","VaB sortie / VaB_04","Deltaméthrine"
"6953","Bassin Ville au Blanc","VaB sortie / VaB_04","DDT 4.4 (pp')"
"6954","Bassin Ville au Blanc","VaB sortie / VaB_04","DDT 2.4 (op')"
"6955","Bassin Ville au Blanc","VaB sortie / VaB_04","DDE 4.4 (pp')"
"6956","Bassin Ville au Blanc","VaB sortie / VaB_04","DDE 2.4 (op')"
"6957","Bassin Ville au Blanc","VaB sortie / VaB_04","DDD 4.4 (pp')"
"6958","Bassin Ville au Blanc","VaB sortie / VaB_04","DDD 2.4 (op')"
"6959","Bassin Ville au Blanc","VaB sortie / VaB_04","Cyperméthrine (dont alphaméthrine)"
"6960","Bassin Ville au Blanc","VaB sortie / VaB_04","Cyfluthrine"
"6961","Bassin Ville au Blanc","VaB sortie / VaB_04","Clodinafop propargyl"
"6962","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlortiamide"
"6963","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlorthal diméthyl"
"6964","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlorpyrifos méthyl"
"6965","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlorpyrifos éthyl"
"6966","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlorprophame (CIPC)"
"6967","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlorothalonil (TCPN)"
"6968","Bassin Ville au Blanc","VaB sortie / VaB_04","Chloronèbe"
"6969","Bassin Ville au Blanc","VaB sortie / VaB_04","Chloro 4 méthylphénol 2"
"6970","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlormephos"
"6971","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlorfenvinphos (Z+E)"
"6972","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlordane oxy"
"6973","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlordane gamma (trans)"
"6974","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlordane alpha (cis)"
"6975","Bassin Ville au Blanc","VaB sortie / VaB_04","Chlordane (cis+trans)"
"6976","Bassin Ville au Blanc","VaB sortie / VaB_04","Carbophénothion éthyl"
"6977","Bassin Ville au Blanc","VaB sortie / VaB_04","Butoxyde de pipéronyl"
"6978","Bassin Ville au Blanc","VaB sortie / VaB_04","Bromophos méthyl"
"6979","Bassin Ville au Blanc","VaB sortie / VaB_04","Bromophos éthyl"
"6980","Bassin Ville au Blanc","VaB sortie / VaB_04","Bixafen"
"6981","Bassin Ville au Blanc","VaB sortie / VaB_04","Bioresméthrine"
"6982","Bassin Ville au Blanc","VaB sortie / VaB_04","Bifenthrine"
"6983","Bassin Ville au Blanc","VaB sortie / VaB_04","Bifénox"
"6984","Bassin Ville au Blanc","VaB sortie / VaB_04","Benoxacor"
"6985","Bassin Ville au Blanc","VaB sortie / VaB_04","Benfluraline"
"6986","Bassin Ville au Blanc","VaB sortie / VaB_04","Azinphos méthyl"
"6987","Bassin Ville au Blanc","VaB sortie / VaB_04","Azinphos éthyl"
"6988","Bassin Ville au Blanc","VaB sortie / VaB_04","Anthraquinone"
"6989","Bassin Ville au Blanc","VaB sortie / VaB_04","Aldrine"
"6990","Bassin Ville au Blanc","VaB sortie / VaB_04","Alachlore"
"6991","Bassin Ville au Blanc","VaB sortie / VaB_04","Acrinathrine"
"6992","Bassin Ville au Blanc","VaB sortie / VaB_04","Aclonifen"
"6993","Bassin Ville au Blanc","VaB sortie / VaB_04","2.6 Diéthylaniline"
"6994","Bassin Ville au Blanc","VaB sortie / VaB_04","2.4 D isopropyl ester"
"6995","Bassin Ville au Blanc","VaB sortie / VaB_04","Biphényl"
"6996","Bassin Ville au Blanc","VaB sortie / VaB_04","GLUFO"
"6997","Bassin Ville au Blanc","VaB sortie / VaB_04","Glufosinate (y compris sulfosate)"
"6998","Bassin Ville au Blanc","VaB sortie / VaB_04","AMPA"
"6999","Bassin Ville au Blanc","VaB sortie / VaB_04","Pyrène"
"7000","Bassin Ville au Blanc","VaB sortie / VaB_04","Phénanthrène"
"7001","Bassin Ville au Blanc","VaB sortie / VaB_04","Naphtalène"
"7002","Bassin Ville au Blanc","VaB sortie / VaB_04","Méthyl (2) Naphtalène"
"7003","Bassin Ville au Blanc","VaB sortie / VaB_04","Méthyl (2) Fluoranthène"
"7004","Bassin Ville au Blanc","VaB sortie / VaB_04","Indèno (1,2,3-cd) pyrène"
"7005","Bassin Ville au Blanc","VaB sortie / VaB_04","Fluorène"
"7006","Bassin Ville au Blanc","VaB sortie / VaB_04","Fluoranthène"
"7007","Bassin Ville au Blanc","VaB sortie / VaB_04","Dibenzo (ah) anthracène"
"7008","Bassin Ville au Blanc","VaB sortie / VaB_04","Chrysène"
"7009","Bassin Ville au Blanc","VaB sortie / VaB_04","Benzo (11,12)(k) fluoranthène"
"7010","Bassin Ville au Blanc","VaB sortie / VaB_04","Benzo (1,12)(ghi) pérylène"
"7011","Bassin Ville au Blanc","VaB sortie / VaB_04","Benzo (3,4)(b) fluoranthène"
"7012","Bassin Ville au Blanc","VaB sortie / VaB_04","Benzo (j) fluoranthène"
"7013","Bassin Ville au Blanc","VaB sortie / VaB_04","Benzo (3,4)(a) pyrène"
"7014","Bassin Ville au Blanc","VaB sortie / VaB_04","Benzo (a) anthracène"
"7015","Bassin Ville au Blanc","VaB sortie / VaB_04","Anthracène"
"7016","Bassin Ville au Blanc","VaB sortie / VaB_04","Acénaphtylène"
"7017","Bassin Ville au Blanc","VaB sortie / VaB_04","Acénaphtène"
"7018","Bassin Ville au Blanc","VaB entree / VaB_03","Acénaphtène"
"7019","Bassin Ville au Blanc","VaB entree / VaB_03","Acénaphtylène"
"7020","Bassin Ville au Blanc","VaB entree / VaB_03","Anthracène"
"7021","Bassin Ville au Blanc","VaB entree / VaB_03","Benzo (a) anthracène"
"7022","Bassin Ville au Blanc","VaB entree / VaB_03","Benzo (3,4)(a) pyrène"
"7023","Bassin Ville au Blanc","VaB entree / VaB_03","Benzo (j) fluoranthène"
"7024","Bassin Ville au Blanc","VaB entree / VaB_03","Benzo (3,4)(b) fluoranthène"
"7025","Bassin Ville au Blanc","VaB entree / VaB_03","Benzo (1,12)(ghi) pérylène"
"7026","Bassin Ville au Blanc","VaB entree / VaB_03","Benzo (11,12)(k) fluoranthène"
"7027","Bassin Ville au Blanc","VaB entree / VaB_03","Chrysène"
"7028","Bassin Ville au Blanc","VaB entree / VaB_03","Dibenzo (ah) anthracène"
"7029","Bassin Ville au Blanc","VaB entree / VaB_03","Fluoranthène"
"7030","Bassin Ville au Blanc","VaB entree / VaB_03","Fluorène"
"7031","Bassin Ville au Blanc","VaB entree / VaB_03","Indèno (1,2,3-cd) pyrène"
"7032","Bassin Ville au Blanc","VaB entree / VaB_03","Méthyl (2) Fluoranthène"
"7033","Bassin Ville au Blanc","VaB entree / VaB_03","Méthyl (2) Naphtalène"
"7034","Bassin Ville au Blanc","VaB entree / VaB_03","Naphtalène"
"7035","Bassin Ville au Blanc","VaB entree / VaB_03","Phénanthrène"
"7036","Bassin Ville au Blanc","VaB entree / VaB_03","Pyrène"
"7037","Bassin Ville au Blanc","VaB entree / VaB_03","AMPA"
"7038","Bassin Ville au Blanc","VaB entree / VaB_03","Glufosinate (y compris sulfosate)"
"7039","Bassin Ville au Blanc","VaB entree / VaB_03","GLUFO"
"7040","Bassin Ville au Blanc","VaB entree / VaB_03","Biphényl"
"7041","Bassin Ville au Blanc","VaB entree / VaB_03","2.4 D isopropyl ester"
"7042","Bassin Ville au Blanc","VaB entree / VaB_03","2.6 Diéthylaniline"
"7043","Bassin Ville au Blanc","VaB entree / VaB_03","Aclonifen"
"7044","Bassin Ville au Blanc","VaB entree / VaB_03","Acrinathrine"
"7045","Bassin Ville au Blanc","VaB entree / VaB_03","Alachlore"
"7046","Bassin Ville au Blanc","VaB entree / VaB_03","Aldrine"
"7047","Bassin Ville au Blanc","VaB entree / VaB_03","Anthraquinone"
"7048","Bassin Ville au Blanc","VaB entree / VaB_03","Azinphos éthyl"
"7049","Bassin Ville au Blanc","VaB entree / VaB_03","Azinphos méthyl"
"7050","Bassin Ville au Blanc","VaB entree / VaB_03","Benfluraline"
"7051","Bassin Ville au Blanc","VaB entree / VaB_03","Benoxacor"
"7052","Bassin Ville au Blanc","VaB entree / VaB_03","Bifénox"
"7053","Bassin Ville au Blanc","VaB entree / VaB_03","Bifenthrine"
"7054","Bassin Ville au Blanc","VaB entree / VaB_03","Bioresméthrine"
"7055","Bassin Ville au Blanc","VaB entree / VaB_03","Bixafen"
"7056","Bassin Ville au Blanc","VaB entree / VaB_03","Bromophos éthyl"
"7057","Bassin Ville au Blanc","VaB entree / VaB_03","Bromophos méthyl"
"7058","Bassin Ville au Blanc","VaB entree / VaB_03","Butoxyde de pipéronyl"
"7059","Bassin Ville au Blanc","VaB entree / VaB_03","Carbophénothion éthyl"
"7060","Bassin Ville au Blanc","VaB entree / VaB_03","Chlordane (cis+trans)"
"7061","Bassin Ville au Blanc","VaB entree / VaB_03","Chlordane alpha (cis)"
"7062","Bassin Ville au Blanc","VaB entree / VaB_03","Chlordane gamma (trans)"
"7063","Bassin Ville au Blanc","VaB entree / VaB_03","Chlordane oxy"
"7064","Bassin Ville au Blanc","VaB entree / VaB_03","Chlorfenvinphos (Z+E)"
"7065","Bassin Ville au Blanc","VaB entree / VaB_03","Chlormephos"
"7066","Bassin Ville au Blanc","VaB entree / VaB_03","Chloro 4 méthylphénol 2"
"7067","Bassin Ville au Blanc","VaB entree / VaB_03","Chloronèbe"
"7068","Bassin Ville au Blanc","VaB entree / VaB_03","Chlorothalonil (TCPN)"
"7069","Bassin Ville au Blanc","VaB entree / VaB_03","Chlorprophame (CIPC)"
"7070","Bassin Ville au Blanc","VaB entree / VaB_03","Chlorpyrifos éthyl"
"7071","Bassin Ville au Blanc","VaB entree / VaB_03","Chlorpyrifos méthyl"
"7072","Bassin Ville au Blanc","VaB entree / VaB_03","Chlorthal diméthyl"
"7073","Bassin Ville au Blanc","VaB entree / VaB_03","Chlortiamide"
"7074","Bassin Ville au Blanc","VaB entree / VaB_03","Clodinafop propargyl"
"7075","Bassin Ville au Blanc","VaB entree / VaB_03","Cyfluthrine"
"7076","Bassin Ville au Blanc","VaB entree / VaB_03","Cyperméthrine (dont alphaméthrine)"
"7077","Bassin Ville au Blanc","VaB entree / VaB_03","DDD 2.4 (op')"
"7078","Bassin Ville au Blanc","VaB entree / VaB_03","DDD 4.4 (pp')"
"7079","Bassin Ville au Blanc","VaB entree / VaB_03","DDE 2.4 (op')"
"7080","Bassin Ville au Blanc","VaB entree / VaB_03","DDE 4.4 (pp')"
"7081","Bassin Ville au Blanc","VaB entree / VaB_03","DDT 2.4 (op')"
"7082","Bassin Ville au Blanc","VaB entree / VaB_03","DDT 4.4 (pp')"
"7083","Bassin Ville au Blanc","VaB entree / VaB_03","Deltaméthrine"
"7084","Bassin Ville au Blanc","VaB entree / VaB_03","Diazinon"
"7085","Bassin Ville au Blanc","VaB entree / VaB_03","Dichlobenil"
"7086","Bassin Ville au Blanc","VaB entree / VaB_03","Dichlofenthion"
"7087","Bassin Ville au Blanc","VaB entree / VaB_03","Dichlorvos"
"7088","Bassin Ville au Blanc","VaB entree / VaB_03","Diclofop méthyl"
"7089","Bassin Ville au Blanc","VaB entree / VaB_03","Dicofol (op'+pp')"
"7090","Bassin Ville au Blanc","VaB entree / VaB_03","Dieldrine"
"7091","Bassin Ville au Blanc","VaB entree / VaB_03","Disulfoton"
"7092","Bassin Ville au Blanc","VaB entree / VaB_03","Endosulfan (somme alpha + bêta)"
"7093","Bassin Ville au Blanc","VaB entree / VaB_03","Endosulfan I (alpha)"
"7094","Bassin Ville au Blanc","VaB entree / VaB_03","Endosulfan II (bêta)"
"7095","Bassin Ville au Blanc","VaB entree / VaB_03","Endosulfan sulfate"
"7096","Bassin Ville au Blanc","VaB entree / VaB_03","Endrine"
"7097","Bassin Ville au Blanc","VaB entree / VaB_03","Ethion (=diéthion)"
"7098","Bassin Ville au Blanc","VaB entree / VaB_03","Ethofumésate"
"7099","Bassin Ville au Blanc","VaB entree / VaB_03","Etofenprox"
"7100","Bassin Ville au Blanc","VaB entree / VaB_03","Etrimfos"
"7101","Bassin Ville au Blanc","VaB entree / VaB_03","Famoxadone"
"7102","Bassin Ville au Blanc","VaB entree / VaB_03","Fenchlorphos"
"7103","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","pH_sol"
"7104","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","EC_sol"
"7105","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","MV_550C"
"7106","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Granulo_D10"
"7107","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Granulo_D50"
"7108","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Granulo_D90"
"7109","Bassin Chézine BO3","BO3 - milieu / BO3_02","Na_sol"
"7110","Bassin Chézine BO3","BO3 - milieu / BO3_02","Pt_sol"
"7111","Bassin Chézine BO3","BO3 - milieu / BO3_02","pH_sol"
"7112","Bassin Chézine BO3","BO3 - milieu / BO3_02","EC_sol"
"7113","Bassin Chézine BO3","BO3 - milieu / BO3_02","MV_550C"
"7114","Bassin Chézine BO3","BO3 - milieu / BO3_02","Granulo_D10"
"7115","Bassin Chézine BO3","BO3 - milieu / BO3_02","Granulo_D50"
"7116","Bassin Chézine BO3","BO3 - milieu / BO3_02","Granulo_D90"
"7117","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","V"
"7118","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Ti"
"7119","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Sr"
"7120","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Se"
"7121","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Pb"
"7122","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Phosphore total"
"7123","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Ni"
"7124","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Na"
"7125","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Mo"
"7126","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Mn"
"7127","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Mg"
"7128","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","K"
"7129","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Fe"
"7130","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Cu"
"7131","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Cr"
"7132","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Co"
"7133","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Cd"
"7134","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Ca"
"7135","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Ba"
"7136","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","As"
"7137","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Al"
"7138","Bassin Ville au Blanc","VaB sortie / VaB_04","Sb_F0.45um"
"7139","Bassin Ville au Blanc","VaB sortie / VaB_04","Tl_F0.45um"
"7140","Bassin Ville au Blanc","VaB sortie / VaB_04","Pt_F0.45um"
"7141","Bassin Ville au Blanc","VaB sortie / VaB_04","Pd_F0.45um"
"7142","Bassin Ville au Blanc","VaB sortie / VaB_04","Rh_F0.45um"
"7143","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Zn"
"7144","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Myclobutanil"
"7145","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Monuron"
"7146","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Monolinuron"
"7147","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Monocrotophos"
"7148","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Molinate"
"7149","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Mévinphos (Z+E)"
"7150","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Metsulfuron méthyl"
"7151","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Métribuzine"
"7152","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Métrafénone"
"7153","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Métoxuron"
"7154","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Métosulam"
"7155","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Métolachlore (dont S Métolachlore)"
"7156","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Métobromuron"
"7157","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Méthomyl"
"7158","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Méthidathion"
"7159","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Méthamidophos"
"7160","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Méthabenzthiazuron"
"7161","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Metconazole"
