"","Site","Station","Parametre"
"6561","Bassin Ville au Blanc","VaB entree / VaB_03","Fla_sol"
"6562","Bassin Ville au Blanc","VaB entree / VaB_03","Fle_sol"
"6563","Bassin Ville au Blanc","VaB entree / VaB_03","Indèno (1,2,3-cd) pyrène solide"
"6564","Bassin Ville au Blanc","VaB entree / VaB_03","Méthyl (2) fluoranthène solide"
"6565","Bassin Ville au Blanc","VaB entree / VaB_03","Méthyl (2) naphtalène solide"
"6566","Bassin Ville au Blanc","VaB entree / VaB_03","Naphtalène solide"
"6567","Bassin Ville au Blanc","VaB entree / VaB_03","Phénanthrène solide"
"6568","Bassin Ville au Blanc","VaB entree / VaB_03","Pyrène solide"
"6569","Bassin Ville au Blanc","VaB entree / VaB_03","PCB_28_sol"
"6570","Bassin Ville au Blanc","VaB entree / VaB_03","PCB_52_sol"
"6571","Bassin Ville au Blanc","VaB entree / VaB_03","PCB_101_sol"
"6572","Bassin Ville au Blanc","VaB entree / VaB_03","PCB_118_sol"
"6573","Bassin Ville au Blanc","VaB entree / VaB_03","PCB_138_sol"
"6574","Bassin Ville au Blanc","VaB entree / VaB_03","PCB_153_sol"
"6575","Bassin Ville au Blanc","VaB entree / VaB_03","PCB_180_sol"
"6576","Bassin Ville au Blanc","VaB entree / VaB_03","PCB194_sol"
"6577","Bassin Ville au Blanc","VaB entree / VaB_03","Somme 7 PCB (28+52+101+118+138+153+180) solide"
"6578","Bassin Ville au Blanc","VaB entree / VaB_03","Somme des HPA solide"
"6579","Bassin Ville au Blanc","VaB entree / VaB_03","Acénaphtène solide"
"6580","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","pH_labo"
"6581","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","EC_25C_labo"
"6582","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Carbone organique dissous"
"6583","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","Carbone organique total"
"6584","Écoquartier Bottière-Chesnaie","Noue_Dumont_Amont / EcoQUA_015","MES"
"6585","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Acénaphtène solide"
"6586","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Acénaphtylène solide"
"6587","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Anthracène solide"
"6588","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Benzo(a)anthracène solide"
"6589","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Benzo(3,4)(a)pyrène solide"
"6590","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Benzo(3,4)(b)fluoranthène solide"
"6591","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Benzo(1,12)(ghi)pérylène solide"
"6592","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Benzo (11,12)(k) fluoranthène solide"
"6593","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Biphényl solide"
"6594","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Chry_sol"
"6595","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Dibenzo(ah)anthracène solide"
"6596","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Fla_sol"
"6597","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Fle_sol"
"6598","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Indèno (1,2,3-cd) pyrène solide"
"6599","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Méthyl (2) fluoranthène solide"
"6600","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Méthyl (2) naphtalène solide"
"6601","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Naphtalène solide"
"6602","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Phénanthrène solide"
"6603","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Pyrène solide"
"6604","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Somme des HPA solide"
"6605","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","PCB_28_sol"
"6606","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","PCB_52_sol"
"6607","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","PCB_101_sol"
"6608","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","PCB_118_sol"
"6609","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","PCB_138_sol"
"6610","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","PCB_153_sol"
"6611","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","PCB_180_sol"
"6612","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Somme 7 PCB (28+52+101+118+138+153+180) solide"
"6613","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Acénaphtène solide"
"6614","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Acénaphtylène solide"
"6615","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Anthracène solide"
"6616","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Benzo(a)anthracène solide"
"6617","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Benzo(3,4)(a)pyrène solide"
"6618","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Benzo(3,4)(b)fluoranthène solide"
"6619","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Benzo(1,12)(ghi)pérylène solide"
"6620","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Benzo (11,12)(k) fluoranthène solide"
"6621","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Biphényl solide"
"6622","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Chry_sol"
"6623","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Dibenzo(ah)anthracène solide"
"6624","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Fla_sol"
"6625","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Fle_sol"
"6626","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Indèno (1,2,3-cd) pyrène solide"
"6627","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Méthyl (2) fluoranthène solide"
"6628","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Méthyl (2) naphtalène solide"
"6629","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Naphtalène solide"
"6630","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Phénanthrène solide"
"6631","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Pyrène solide"
"6632","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Somme des HPA solide"
"6633","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","PCB_28_sol"
"6634","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","PCB_52_sol"
"6635","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","PCB_101_sol"
"6636","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","PCB_118_sol"
"6637","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","PCB_138_sol"
"6638","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","PCB_153_sol"
"6639","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","PCB_180_sol"
"6640","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Somme 7 PCB (28+52+101+118+138+153+180) solide"
"6641","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Acénaphtène solide"
"6642","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Acénaphtylène solide"
"6643","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Anthracène solide"
"6644","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Benzo(a)anthracène solide"
"6645","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Benzo(3,4)(a)pyrène solide"
"6646","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Benzo(3,4)(b)fluoranthène solide"
"6647","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Benzo(1,12)(ghi)pérylène solide"
"6648","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Benzo (11,12)(k) fluoranthène solide"
"6649","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Biphényl solide"
"6650","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Chry_sol"
"6651","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Dibenzo(ah)anthracène solide"
"6652","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Fla_sol"
"6653","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Fle_sol"
"6654","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Indèno (1,2,3-cd) pyrène solide"
"6655","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Méthyl (2) fluoranthène solide"
"6656","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Méthyl (2) naphtalène solide"
"6657","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Naphtalène solide"
"6658","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Phénanthrène solide"
"6659","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Pyrène solide"
"6660","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Somme des HPA solide"
"6661","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","PCB_28_sol"
"6662","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","PCB_52_sol"
"6663","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","PCB_101_sol"
"6664","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","PCB_118_sol"
"6665","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","PCB_138_sol"
"6666","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","PCB_153_sol"
"6667","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","PCB_180_sol"
"6668","Noue ZAC de la Brosse","Noue Brosse milieu / NB_03","Somme 7 PCB (28+52+101+118+138+153+180) solide"
"6669","Bassin Ville au Blanc","VaB sortie / VaB_04","Trichlorfon"
"6670","Bassin Ville au Blanc","VaB sortie / VaB_04","Triazophos"
"6671","Bassin Ville au Blanc","VaB sortie / VaB_04","Tralométrine"
"6672","Bassin Ville au Blanc","VaB sortie / VaB_04","Tolylfluanide"
"6673","Bassin Ville au Blanc","VaB sortie / VaB_04","Tolchlofos méthyl"
"6674","Bassin Ville au Blanc","VaB sortie / VaB_04","Tétraméthrine"
"6675","Bassin Ville au Blanc","VaB sortie / VaB_04","Tétradifon"
"6676","Bassin Ville au Blanc","VaB sortie / VaB_04","Tétrachlorvinphos"
"6677","Bassin Ville au Blanc","VaB sortie / VaB_04","Terbuphos"
"6678","Bassin Ville au Blanc","VaB sortie / VaB_04","Téfluthrine"
"6679","Bassin Ville au Blanc","VaB sortie / VaB_04","Tau fluvalinate (I & II)"
"6680","Bassin Ville au Blanc","VaB sortie / VaB_04","Quinoxyfen"
"6681","Bassin Ville au Blanc","VaB sortie / VaB_04","Quinalphos"
"6682","Bassin Ville au Blanc","VaB sortie / VaB_04","Pyrimiphos méthyl"
"6683","Bassin Ville au Blanc","VaB sortie / VaB_04","Pyrimiphos éthyl"
"6684","Bassin Ville au Blanc","VaB sortie / VaB_04","Pyridabène"
"6685","Bassin Ville au Blanc","VaB sortie / VaB_04","Pyraflufen éthyl"
"6686","Bassin Ville au Blanc","VaB sortie / VaB_04","Propargite"
"6687","Bassin Ville au Blanc","VaB sortie / VaB_04","Procymidone"
"6688","Bassin Ville au Blanc","VaB sortie / VaB_04","Phosalone"
"6689","Bassin Ville au Blanc","VaB sortie / VaB_04","Phorate"
"6690","Bassin Ville au Blanc","VaB sortie / VaB_04","Perméthrine (cis+trans)"
"6691","Bassin Ville au Blanc","VaB sortie / VaB_04","Pentachlorobenzène"
"6692","Bassin Ville au Blanc","VaB sortie / VaB_04","Pendiméthaline"
"6693","Bassin Ville au Blanc","VaB sortie / VaB_04","Parathion méthyl"
"6694","Bassin Ville au Blanc","VaB sortie / VaB_04","Parathion éthyl"
"6695","Bassin Ville au Blanc","VaB sortie / VaB_04","Paclobutrazole"
"6696","Bassin Ville au Blanc","VaB sortie / VaB_04","Oxyfluorfène"
"6697","Bassin Ville au Blanc","VaB sortie / VaB_04","Oxadiazon"
"6698","Bassin Ville au Blanc","VaB sortie / VaB_04","Oxadiargyl"
"6699","Bassin Ville au Blanc","VaB sortie / VaB_04","Nuarimol"
"6700","Bassin Ville au Blanc","VaB sortie / VaB_04","Nonachlore ( trans)"
"6701","Bassin Ville au Blanc","VaB sortie / VaB_04","Mirex (= Perchlordecone)"
"6702","Bassin Ville au Blanc","VaB sortie / VaB_04","Métoxychlore"
"6703","Bassin Ville au Blanc","VaB sortie / VaB_04","Méthacriphos"
"6704","Bassin Ville au Blanc","VaB sortie / VaB_04","Mefenpyr diéthyl"
"6705","Bassin Ville au Blanc","VaB sortie / VaB_04","Malathion"
"6706","Bassin Ville au Blanc","VaB sortie / VaB_04","Lindane (=HCH gamma)"
"6707","Bassin Ville au Blanc","VaB sortie / VaB_04","Lambda Cyhalothrine"
"6708","Bassin Ville au Blanc","VaB sortie / VaB_04","Krésoxim méthyl"
"6709","Bassin Ville au Blanc","VaB sortie / VaB_04","Isophenphos"
"6710","Bassin Ville au Blanc","VaB sortie / VaB_04","Isodrine"
"6711","Bassin Ville au Blanc","VaB sortie / VaB_04","Iodofenphos"
"6712","Bassin Ville au Blanc","VaB sortie / VaB_04","Hexachlorobutadiène 1.3"
"6713","Bassin Ville au Blanc","VaB sortie / VaB_04","Heptachlore epoxyde (Trans)"
"6714","Bassin Ville au Blanc","VaB sortie / VaB_04","Heptachlore epoxyde (Cis)"
"6715","Bassin Ville au Blanc","VaB sortie / VaB_04","Heptachlore"
"6716","Bassin Ville au Blanc","VaB sortie / VaB_04","HCH epsilon"
"6717","Bassin Ville au Blanc","VaB sortie / VaB_04","HCH delta"
"6718","Bassin Ville au Blanc","VaB sortie / VaB_04","HCH bêta"
"6719","Bassin Ville au Blanc","VaB sortie / VaB_04","HCH alpha"
"6720","Bassin Ville au Blanc","VaB sortie / VaB_04","HCH (somme"
"6721","Bassin Ville au Blanc","VaB sortie / VaB_04","HCB (Hexachlorobenzene)"
"6722","Bassin Ville au Blanc","VaB sortie / VaB_04","Fonofos"
"6723","Bassin Ville au Blanc","VaB sortie / VaB_04","Fluroxypyr méthyl heptyl ester"
"6724","Bassin Ville au Blanc","VaB sortie / VaB_04","Flurochloridone"
"6725","Bassin Ville au Blanc","VaB sortie / VaB_04","Flumioxazine"
"6726","Bassin Ville au Blanc","VaB sortie / VaB_04","Fludioxonil"
"6727","Bassin Ville au Blanc","VaB sortie / VaB_04","Fipronil sulfone"
"6728","Bassin Ville au Blanc","VaB sortie / VaB_04","Fipronil"
"6729","Bassin Ville au Blanc","VaB sortie / VaB_04","Fenvalerate"
"6730","Bassin Ville au Blanc","VaB sortie / VaB_04","Fenthion"
"6731","Bassin Ville au Blanc","VaB sortie / VaB_04","Fenpropathrine"
"6732","Bassin Ville au Blanc","VaB sortie / VaB_04","Fénoxaprop éthyl (dont Fénoxaprop P"
"6733","Bassin Ville au Blanc","VaB sortie / VaB_04","Fenitrothion"
"6734","Bassin Ville au Blanc","VaB sortie / VaB_04","Fenchlorphos"
"6735","Bassin Ville au Blanc","VaB sortie / VaB_04","Famoxadone"
"6736","Bassin Ville au Blanc","VaB sortie / VaB_04","Etrimfos"
"6737","Bassin Ville au Blanc","VaB sortie / VaB_04","Etofenprox"
"6738","Bassin Ville au Blanc","VaB sortie / VaB_04","Ethofumésate"
"6739","Bassin Ville au Blanc","VaB sortie / VaB_04","Ethion (=diéthion)"
"6740","Bassin Ville au Blanc","VaB sortie / VaB_04","Endrine"
"6741","Bassin Ville au Blanc","VaB sortie / VaB_04","Endosulfan sulfate"
"6742","Bassin Ville au Blanc","VaB sortie / VaB_04","Endosulfan II (bêta)"
"6743","Bassin Ville au Blanc","VaB sortie / VaB_04","Endosulfan I (alpha)"
"6744","Bassin Ville au Blanc","VaB sortie / VaB_04","Endosulfan (somme alpha + bêta)"
"6745","Bassin Ville au Blanc","VaB sortie / VaB_04","Disulfoton"
"6746","Bassin Ville au Blanc","VaB sortie / VaB_04","Dieldrine"
"6747","Bassin Ville au Blanc","VaB sortie / VaB_04","Dicofol (op'+pp')"
"6748","Bassin Ville au Blanc","VaB sortie / VaB_04","Diclofop méthyl"
"6749","Bassin Ville au Blanc","VaB sortie / VaB_04","Dichlorvos"
"6750","Bassin Ville au Blanc","VaB sortie / VaB_04","Dichlofenthion"
"6751","Bassin Ville au Blanc","VaB sortie / VaB_04","Dichlobenil"
"6752","BV Cens","CENS à NANTES / 04146950","Phosphore total"
"6753","BV Cens","CENS à NANTES / 04146950","Nitrites"
"6754","BV Cens","CENS à NANTES / 04146950","Azote ammoniacal"
"6755","BV Cens","CENS à NANTES / 04146950","DBO5 sur échantillon homogène"
"6756","BV Cens","CENS à NANTES / 04146950","EC_25C_insitu"
"6757","BV Cens","CENS à NANTES / 04146950","pH_insitu"
"6758","BV Cens","CENS à NANTES / 04146950","O2_insitu"
"6759","BV Cens","CENS à NANTES / 04146950","DCO sur échantillon homogène"
"6760","BV Cens","CENS à NANTES / 04146950","Chlorures"
"6761","BV Cens","CENS à NANTES / 04146950","Nitrates"
"6762","BV Cens","CENS à NANTES / 04146950","Phosphates"
"6763","Bassin Chézine BO3","BO3 - entrée / BO3_01","MS"
"6764","Bassin Ville au Blanc","VaB sortie / VaB_04","MS"
"6765","Bassin Ville au Blanc","VaB entree / VaB_03","MS"
"6766","Bassin Ville au Blanc","VaB milieu / VaB_05","MS"
"6767","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","MS"
"6768","Bassin Chézine BO3","BO3 - sortie / BO3_03","MS"
"6769","Bassin Chézine BO3","BO3 - sortie / BO3_03","Al_sol"
"6770","Bassin Chézine BO3","BO3 - sortie / BO3_03","As_sol"
"6771","Bassin Chézine BO3","BO3 - sortie / BO3_03","Ba_sol"
"6772","Bassin Chézine BO3","BO3 - sortie / BO3_03","Ca_sol"
"6773","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cd_sol"
"6774","Bassin Chézine BO3","BO3 - sortie / BO3_03","Co_sol"
"6775","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cr_sol"
"6776","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cu_sol"
"6777","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fe_sol"
"6778","Bassin Chézine BO3","BO3 - sortie / BO3_03","K_sol"
"6779","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mg_sol"
"6780","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mn_sol"
"6781","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mo_sol"
"6782","Bassin Chézine BO3","BO3 - sortie / BO3_03","Na_sol"
"6783","Bassin Chézine BO3","BO3 - sortie / BO3_03","Ni_sol"
"6784","Bassin Chézine BO3","BO3 - sortie / BO3_03","P_sol"
"6785","Bassin Chézine BO3","BO3 - sortie / BO3_03","Pb_sol"
"6786","Bassin Chézine BO3","BO3 - sortie / BO3_03","Sr_sol"
"6787","Bassin Chézine BO3","BO3 - sortie / BO3_03","Ti_sol"
"6788","Bassin Chézine BO3","BO3 - sortie / BO3_03","V_sol"
"6789","Bassin Chézine BO3","BO3 - sortie / BO3_03","Zn_sol"
"6790","Bassin Chézine BO3","BO3 - sortie / BO3_03","Pt_sol"
"6791","Bassin Chézine BO3","BO3 - sortie / BO3_03","pH_sol"
"6792","Bassin Chézine BO3","BO3 - sortie / BO3_03","EC_sol"
"6793","Bassin Chézine BO3","BO3 - sortie / BO3_03","MV_550C"
"6794","Bassin Chézine BO3","BO3 - sortie / BO3_03","Granulo_D10"
"6795","Bassin Chézine BO3","BO3 - sortie / BO3_03","Granulo_D50"
"6796","Bassin Chézine BO3","BO3 - sortie / BO3_03","Granulo_D90"
"6797","Bassin Chézine BO3","BO3 - entrée / BO3_01","Al_sol"
"6798","Bassin Chézine BO3","BO3 - entrée / BO3_01","As_sol"
"6799","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ba_sol"
"6800","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ca_sol"
"6801","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cd_sol"
"6802","Bassin Chézine BO3","BO3 - entrée / BO3_01","Co_sol"
"6803","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cr_sol"
"6804","Bassin Chézine BO3","BO3 - entrée / BO3_01","Cu_sol"
"6805","Bassin Chézine BO3","BO3 - entrée / BO3_01","Fe_sol"
"6806","Bassin Chézine BO3","BO3 - entrée / BO3_01","K_sol"
"6807","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mg_sol"
"6808","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mn_sol"
"6809","Bassin Chézine BO3","BO3 - entrée / BO3_01","Mo_sol"
"6810","Bassin Chézine BO3","BO3 - entrée / BO3_01","Na_sol"
"6811","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ni_sol"
"6812","Bassin Chézine BO3","BO3 - entrée / BO3_01","P_sol"
"6813","Bassin Chézine BO3","BO3 - entrée / BO3_01","Pb_sol"
"6814","Bassin Chézine BO3","BO3 - entrée / BO3_01","Sr_sol"
"6815","Bassin Chézine BO3","BO3 - entrée / BO3_01","Ti_sol"
"6816","Bassin Chézine BO3","BO3 - entrée / BO3_01","V_sol"
"6817","Bassin Chézine BO3","BO3 - entrée / BO3_01","Zn_sol"
"6818","Bassin Chézine BO3","BO3 - entrée / BO3_01","Pt_sol"
"6819","Bassin Chézine BO3","BO3 - entrée / BO3_01","pH_sol"
"6820","Bassin Chézine BO3","BO3 - entrée / BO3_01","EC_sol"
"6821","Bassin Chézine BO3","BO3 - entrée / BO3_01","MV_550C"
"6822","Bassin Chézine BO3","BO3 - entrée / BO3_01","Granulo_D10"
"6823","Bassin Chézine BO3","BO3 - entrée / BO3_01","Granulo_D50"
"6824","Bassin Chézine BO3","BO3 - entrée / BO3_01","Granulo_D90"
"6825","Bassin Ville au Blanc","VaB sortie / VaB_04","pH_sol"
"6826","Bassin Ville au Blanc","VaB sortie / VaB_04","EC_sol"
"6827","Bassin Ville au Blanc","VaB sortie / VaB_04","MV_550C"
"6828","Bassin Ville au Blanc","VaB sortie / VaB_04","Granulo_D10"
"6829","Bassin Ville au Blanc","VaB sortie / VaB_04","Granulo_D50"
"6830","Bassin Ville au Blanc","VaB sortie / VaB_04","Granulo_D90"
"6831","Bassin Ville au Blanc","VaB entree / VaB_03","pH_sol"
"6832","Bassin Ville au Blanc","VaB entree / VaB_03","EC_sol"
"6833","Bassin Ville au Blanc","VaB entree / VaB_03","MV_550C"
"6834","Bassin Ville au Blanc","VaB entree / VaB_03","Granulo_D10"
"6835","Bassin Ville au Blanc","VaB entree / VaB_03","Granulo_D50"
"6836","Bassin Ville au Blanc","VaB entree / VaB_03","Granulo_D90"
"6837","Bassin Ville au Blanc","VaB milieu / VaB_05","Al_sol"
"6838","Bassin Ville au Blanc","VaB milieu / VaB_05","As_sol"
"6839","Bassin Ville au Blanc","VaB milieu / VaB_05","Ba_sol"
"6840","Bassin Ville au Blanc","VaB milieu / VaB_05","Ca_sol"
"6841","Bassin Ville au Blanc","VaB milieu / VaB_05","Cd_sol"
"6842","Bassin Ville au Blanc","VaB milieu / VaB_05","Co_sol"
"6843","Bassin Ville au Blanc","VaB milieu / VaB_05","Cr_sol"
"6844","Bassin Ville au Blanc","VaB milieu / VaB_05","Cu_sol"
"6845","Bassin Ville au Blanc","VaB milieu / VaB_05","Fe_sol"
"6846","Bassin Ville au Blanc","VaB milieu / VaB_05","K_sol"
"6847","Bassin Ville au Blanc","VaB milieu / VaB_05","Mg_sol"
"6848","Bassin Ville au Blanc","VaB milieu / VaB_05","Mn_sol"
"6849","Bassin Ville au Blanc","VaB milieu / VaB_05","Mo_sol"
"6850","Bassin Ville au Blanc","VaB milieu / VaB_05","Na_sol"
"6851","Bassin Ville au Blanc","VaB milieu / VaB_05","Ni_sol"
"6852","Bassin Ville au Blanc","VaB milieu / VaB_05","P_sol"
"6853","Bassin Ville au Blanc","VaB milieu / VaB_05","Pb_sol"
"6854","Bassin Ville au Blanc","VaB milieu / VaB_05","Sr_sol"
"6855","Bassin Ville au Blanc","VaB milieu / VaB_05","Ti_sol"
"6856","Bassin Ville au Blanc","VaB milieu / VaB_05","V_sol"
"6857","Bassin Ville au Blanc","VaB milieu / VaB_05","Zn_sol"
"6858","Bassin Ville au Blanc","VaB milieu / VaB_05","Pt_sol"
"6859","Bassin Ville au Blanc","VaB milieu / VaB_05","pH_sol"
"6860","Bassin Ville au Blanc","VaB milieu / VaB_05","EC_sol"
"6861","Bassin Ville au Blanc","VaB milieu / VaB_05","MV_550C"
"6862","Bassin Ville au Blanc","VaB milieu / VaB_05","Granulo_D10"
"6863","Bassin Ville au Blanc","VaB milieu / VaB_05","Granulo_D50"
"6864","Bassin Ville au Blanc","VaB milieu / VaB_05","Granulo_D90"
"6865","Bassin Ville au Blanc","VaB entree / VaB_03","pH_labo"
"6866","Bassin Ville au Blanc","VaB entree / VaB_03","EC_25C_labo"
"6867","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Vamidothion"
"6868","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Trinexapac éthyl"
"6869","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Triflusulfuron méthyl"
"6870","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Trifloxystrobine"
"6871","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Tribénuron méthyl"
"6872","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Triasulfuron"
"6873","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Triallate"
"6874","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Triadiménol"
"6875","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Triadiméfon"
"6876","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Thiodicarbe"
"6877","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Thifensulfuron méthyl"
"6878","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Thiametoxam"
"6879","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Thiaclopride"
"6880","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Thiabendazole"
"6881","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Tétraconazole"
"6882","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Terbutryne"
"6883","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Terbuthylazine hydroxy"
"6884","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Terbuthylazine deséthyl (= DETA)"
"6885","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Terbuthylazine"
"6886","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Terbuméton déséthyl"
"6887","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Terbuméton"
"6888","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Tébuthiuron"
"6889","Écoquartier Bottière-Chesnaie","Noue_Dumont_Aval / EcoQUA_010","Tébutame"
