"","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"164","BV Pin Sec","PZGO / PIN-SEC_0010","Na_f0.45um",2014-10-21 11:45:00,38.898,"ICP-OES-1"
"165","BV Pin Sec","PZGO / PIN-SEC_0010","Mn_f0.45um",2014-10-21 11:45:00,1.452,"ICP-OES-1"
"166","BV Pin Sec","PZGO / PIN-SEC_0010","Mg_f0.45um",2014-10-21 11:45:00,20.583,"ICP-OES-1"
"167","BV Pin Sec","PZGO / PIN-SEC_0010","Li_f0.45um",2014-10-21 11:45:00,NA,"ICP-OES-1"
"168","BV Pin Sec","PZGO / PIN-SEC_0010","K_f0.45um",2014-10-21 11:45:00,4.014,"ICP-OES-1"
"169","BV Pin Sec","PZGO / PIN-SEC_0010","Fe_f0.45um",2014-10-21 11:45:00,0.037,"ICP-OES-1"
"170","BV Pin Sec","PZGO / PIN-SEC_0010","Cu_f0.45um",2014-10-21 11:45:00,2.1,"ICP-OES-1"
"171","BV Pin Sec","PZGO / PIN-SEC_0010","Co_f0.45um",2014-10-21 11:45:00,0.014,"ICP-OES-1"
"172","BV Pin Sec","PZGO / PIN-SEC_0010","Ca_f0.45um",2014-10-21 11:45:00,11.324,"ICP-OES-1"
"173","BV Pin Sec","PZGO / PIN-SEC_0010","Ba_f0.45um",2014-10-21 11:45:00,0.064,"ICP-OES-1"
"174","BV Pin Sec","PZGO / PIN-SEC_0010","B_f0.45um",2014-10-21 11:45:00,0.055,"ICP-OES-1"
"175","BV Pin Sec","PZGO / PIN-SEC_0010","Zn",2014-10-21 11:55:00,20,"ICP-OES-1"
"176","BV Pin Sec","PZGO / PIN-SEC_0010","Sr",2014-10-21 11:55:00,0.09,"ICP-OES-1"
"177","BV Pin Sec","PZGO / PIN-SEC_0010","Phosphore total",2014-10-21 11:55:00,0.222,"ICP-OES-1"
"178","BV Pin Sec","PZGO / PIN-SEC_0010","Ni",2014-10-21 11:55:00,12.4,"ICP-OES-1"
"179","BV Pin Sec","PZGO / PIN-SEC_0010","Na",2014-10-21 11:55:00,40.504,"ICP-OES-1"
"180","BV Pin Sec","PZGO / PIN-SEC_0010","Mn",2014-10-21 11:55:00,1.573,"ICP-OES-1"
"181","BV Pin Sec","PZGO / PIN-SEC_0010","Mg",2014-10-21 11:55:00,22.994,"ICP-OES-1"
"182","BV Pin Sec","PZGO / PIN-SEC_0010","Li",2014-10-21 11:55:00,0.016,"ICP-OES-1"
"183","BV Pin Sec","PZGO / PIN-SEC_0010","K",2014-10-21 11:55:00,5.218,"ICP-OES-1"
"184","BV Pin Sec","PZGO / PIN-SEC_0010","Fe",2014-10-21 11:55:00,10.535,"ICP-OES-1"
"185","BV Pin Sec","PZGO / PIN-SEC_0010","Cu",2014-10-21 11:55:00,0.009,"ICP-OES-1"
"186","BV Pin Sec","PZGO / PIN-SEC_0010","Co",2014-10-21 11:55:00,0.018,"ICP-OES-1"
"187","BV Pin Sec","PZGO / PIN-SEC_0010","Ca",2014-10-21 11:55:00,11.71,"ICP-OES-1"
"188","BV Pin Sec","PZGO / PIN-SEC_0010","Ba",2014-10-21 11:55:00,0.106,"ICP-OES-1"
"189","BV Pin Sec","PZGO / PIN-SEC_0010","B",2014-10-21 11:55:00,0.065,"ICP-OES-1"
"190","BV Pin Sec","PZGO / PIN-SEC_0010","Si_f0.45um",2014-10-21 11:55:00,7.824,"ICP-OES-1"
"191","BV Pin Sec","PZGO / PIN-SEC_0010","Zn_f0.45um",2014-10-21 11:55:00,5.1,"ICP-OES-1"
"192","BV Pin Sec","PZGO / PIN-SEC_0010","Sr_f0.45um",2014-10-21 11:55:00,0.086,"ICP-OES-1"
"193","BV Pin Sec","PZGO / PIN-SEC_0010","P_f0.45um",2014-10-21 11:55:00,NA,"ICP-OES-1"
"194","BV Pin Sec","PZGO / PIN-SEC_0010","Ni_f0.45um",2014-10-21 11:55:00,5.1,"ICP-OES-1"
