"","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"30082","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mo",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30083","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Na",2016-06-14 13:20:00,41.738,"ICP-OES-1"
"30084","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ni",2016-06-14 13:20:00,7.113,"ICP-MS 2008/2016"
"30085","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Phosphore total",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30086","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Pb",2016-06-14 13:20:00,1.168,"ICP-MS 2008/2016"
"30087","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Sr",2016-06-14 13:20:00,0.192,"ICP-OES-1"
"30088","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ti",2016-06-14 13:20:00,0.003,"ICP-OES-1"
"30089","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","V",2016-06-14 13:20:00,2.417,"ICP-MS 2008/2016"
"30090","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Zn",2016-06-14 13:20:00,30.4,"ICP-1"
"30091","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Pt",2016-06-14 13:20:00,NA,"ICP-MS 2008/2016"
"30092","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Al_F0.45um",2016-06-14 13:20:00,0.292,"ICP-OES-1"
"30093","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","As_F0.45um",2016-06-14 13:20:00,3.688,"ICP-1"
"30094","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ba_F0.45um",2016-06-14 13:20:00,0.004,"ICP-OES-1"
"30095","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ca_F0.45um",2016-06-14 13:20:00,0.328,"ICP-OES-1"
"30096","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cd_F0.45um",2016-06-14 13:20:00,NA,"ICP-MS 2008/2016"
"30097","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Co_F0.45um",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30098","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cr_F0.45um",2016-06-14 13:20:00,2.598,"ICP-MS 2008/2016"
"30099","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cu_F0.45um",2016-06-14 13:20:00,4.967,"ICP-MS 2008/2016"
"30100","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Fe_F0.45um",2016-06-14 13:20:00,0.638,"ICP-OES-1"
"30101","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","K_F0.45um",2016-06-14 13:20:00,0.13,"ICP-OES-1"
"30102","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mg_F0.45um",2016-06-14 13:20:00,0.098,"ICP-OES-1"
"30103","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mn_F0.45um",2016-06-14 13:20:00,0.026,"ICP-OES-1"
"30104","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mo_F0.45um",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30105","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Na_F0.45um",2016-06-14 13:20:00,0.2,"ICP-OES-1"
"30106","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ni_F0.45um",2016-06-14 13:20:00,1.277,"ICP-MS 2008/2016"
"30107","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","P_F0.45um",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30108","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Pb_F0.45um",2016-06-14 13:20:00,0.868,"ICP-MS 2008/2016"
"30109","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Sr_F0.45um",2016-06-14 13:20:00,0.001,"ICP-OES-1"
"30110","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ti_F0.45um",2016-06-14 13:20:00,0.014,"ICP-OES-1"
"30111","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","V_F0.45um",2016-06-14 13:20:00,0.812,"ICP-MS 2008/2016"
"30112","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Zn_F0.45um",2016-06-14 13:20:00,10.517,"ICP-1"
"30113","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Pt_F0.45um",2016-06-14 13:20:00,NA,"ICP-MS 2008/2016"
