"","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"3815","Agglomération Nantaise","Bassin Pierre Anne / AN_001","K_f0.45um",2015-09-28 08:15:00,1.605,"ICP-OES-1"
"3816","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Fe_f0.45um",2015-09-28 08:15:00,0.022,"ICP-OES-1"
"3817","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cu_f0.45um",2015-09-28 08:15:00,0.903,"ICP-MS 2008/2016"
"3818","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cr_f0.45um",2015-09-28 08:15:00,0.106,"ICP-MS 2008/2016"
"3819","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Co_f0.45um",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3820","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cd_f0.45um",2015-09-28 08:15:00,NA,"ICP-MS 2008/2016"
"3821","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ca_f0.45um",2015-09-28 08:15:00,17.946,"ICP-OES-1"
"3822","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ba_f0.45um",2015-09-28 08:15:00,0.031,"ICP-OES-1"
"3823","Agglomération Nantaise","Bassin Pierre Anne / AN_001","As_f0.45um",2015-09-28 08:15:00,1.433,"ICP-1"
"3824","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Al_f0.45um",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3825","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Pt",2015-09-28 11:15:00,NA,"ICP-MS 2008/2016"
"3826","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Zn",2015-09-28 11:15:00,16.5,"ICP-OES-1"
"3827","Agglomération Nantaise","Bassin ZAC Minais / AN_003","V",2015-09-28 11:15:00,1.35,"ICP-MS 2008/2016"
"3828","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Ti",2015-09-28 11:15:00,0.004,"ICP-OES-1"
"3829","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Sr",2015-09-28 11:15:00,0.157,"ICP-OES-1"
"3830","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Pb",2015-09-28 11:15:00,0.645,"ICP-MS 2008/2016"
"3831","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Phosphore total",2015-09-28 11:15:00,0.292,"ICP-OES-1"
"3832","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Ni",2015-09-28 11:15:00,3.48,"ICP-MS 2008/2016"
"3833","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Na",2015-09-28 11:15:00,34.864,"ICP-OES-1"
"3834","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Mo",2015-09-28 11:15:00,NA,"ICP-OES-1"
"3835","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Mn",2015-09-28 11:15:00,0.216,"ICP-OES-1"
"3836","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Mg",2015-09-28 11:15:00,11.797,"ICP-OES-1"
"3837","Agglomération Nantaise","Bassin ZAC Minais / AN_003","K",2015-09-28 11:15:00,9.491,"ICP-OES-1"
"3838","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Fe",2015-09-28 11:15:00,0.824,"ICP-OES-1"
"3839","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Cu",2015-09-28 11:15:00,2.803,"ICP-MS 2008/2016"
"3840","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Cr",2015-09-28 11:15:00,1.009,"ICP-MS 2008/2016"
"3841","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Co",2015-09-28 11:15:00,NA,"ICP-OES-1"
"3842","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Cd",2015-09-28 11:15:00,NA,"ICP-MS 2008/2016"
"3843","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Ca",2015-09-28 11:15:00,45.387,"ICP-OES-1"
"3844","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Ba",2015-09-28 11:15:00,0.029,"ICP-OES-1"
"3845","Agglomération Nantaise","Bassin ZAC Minais / AN_003","As",2015-09-28 11:15:00,182,"ICP-1"
"3846","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Al",2015-09-28 11:15:00,0.155,"ICP-OES-1"
"3847","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Pt_f0.45um",2015-09-28 11:15:00,NA,"ICP-MS 2008/2016"
"3848","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Zn_f0.45um",2015-09-28 11:15:00,7.4,"ICP-OES-1"
"3849","Agglomération Nantaise","Bassin ZAC Minais / AN_003","V_f0.45um",2015-09-28 11:15:00,0.961,"ICP-MS 2008/2016"
"3850","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Ti_f0.45um",2015-09-28 11:15:00,NA,"ICP-OES-1"
"3851","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Sr_f0.45um",2015-09-28 11:15:00,0.156,"ICP-OES-1"
"3852","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Pb_f0.45um",2015-09-28 11:15:00,NA,"ICP-MS 2008/2016"
"3853","Agglomération Nantaise","Bassin ZAC Minais / AN_003","P_f0.45um",2015-09-28 11:15:00,0.16,"ICP-OES-1"
"3854","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Ni_f0.45um",2015-09-28 11:15:00,2.709,"ICP-MS 2008/2016"
"3855","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Na_f0.45um",2015-09-28 11:15:00,34.962,"ICP-OES-1"
"3856","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Mo_f0.45um",2015-09-28 11:15:00,0.005,"ICP-OES-1"
"3857","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Mn_f0.45um",2015-09-28 11:15:00,0.187,"ICP-OES-1"
"3858","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Mg_f0.45um",2015-09-28 11:15:00,11.685,"ICP-OES-1"
"3859","Agglomération Nantaise","Bassin ZAC Minais / AN_003","K_f0.45um",2015-09-28 11:15:00,9.248,"ICP-OES-1"
"3860","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Fe_f0.45um",2015-09-28 11:15:00,0.073,"ICP-OES-1"
"3861","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Cu_f0.45um",2015-09-28 11:15:00,1.207,"ICP-MS 2008/2016"
"3862","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Cr_f0.45um",2015-09-28 11:15:00,0.334,"ICP-MS 2008/2016"
"3863","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Co_f0.45um",2015-09-28 11:15:00,NA,"ICP-OES-1"
"3864","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Cd_f0.45um",2015-09-28 11:15:00,NA,"ICP-MS 2008/2016"
"3865","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Ca_f0.45um",2015-09-28 11:15:00,45.211,"ICP-OES-1"
"3866","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Ba_f0.45um",2015-09-28 11:15:00,0.023,"ICP-OES-1"
"3867","Agglomération Nantaise","Bassin ZAC Minais / AN_003","As_f0.45um",2015-09-28 11:15:00,138.7,"ICP-1"
"3868","Agglomération Nantaise","Bassin ZAC Minais / AN_003","Al_f0.45um",2015-09-28 11:15:00,NA,"ICP-OES-1"
"3914","Agglomération Nantaise","Bassin Pierre Anne / AN_001","MES",2015-09-28 10:15:00,8,"Filtration sur filtre en fibres de verre"
"3915","Agglomération Nantaise","Bassin Pierre Anne / AN_001","MES",2015-09-28 11:15:00,1.55,"Filtration sur filtre en fibres de verre"
"3916","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cd_f0.45um",2015-09-28 09:15:00,NA,"ICP-MS 2008/2016"
"3917","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ca_f0.45um",2015-09-28 09:15:00,15.681,"ICP-OES-1"
"3918","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ba_f0.45um",2015-09-28 09:15:00,0.023,"ICP-OES-1"
"3919","Agglomération Nantaise","Bassin Pierre Anne / AN_001","As_f0.45um",2015-09-28 09:15:00,1.969,"ICP-1"
"3920","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Al_f0.45um",2015-09-28 09:15:00,NA,"ICP-OES-1"
"3921","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Pt",2015-09-28 08:15:00,NA,"ICP-MS 2008/2016"
"3922","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Zn",2015-09-28 08:15:00,7.5,"ICP-OES-1"
"3923","Agglomération Nantaise","Bassin Pierre Anne / AN_001","V",2015-09-28 08:15:00,0.457,"ICP-MS 2008/2016"
"3924","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ti",2015-09-28 08:15:00,0.003,"ICP-OES-1"
"3925","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Sr",2015-09-28 08:15:00,0.097,"ICP-OES-1"
"3926","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Pb",2015-09-28 08:15:00,0.694,"ICP-MS 2008/2016"
"3927","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Phosphore total",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3928","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ni",2015-09-28 08:15:00,1.392,"ICP-MS 2008/2016"
"3929","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Na",2015-09-28 08:15:00,32.388,"ICP-OES-1"
"3930","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mo",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3931","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mn",2015-09-28 08:15:00,0.015,"ICP-OES-1"
"3932","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mg",2015-09-28 08:15:00,10.083,"ICP-OES-1"
"3933","Agglomération Nantaise","Bassin Pierre Anne / AN_001","K",2015-09-28 08:15:00,1.619,"ICP-OES-1"
"3934","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Fe",2015-09-28 08:15:00,0.21,"ICP-OES-1"
"3935","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cu",2015-09-28 08:15:00,2.298,"ICP-MS 2008/2016"
"3936","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cr",2015-09-28 08:15:00,0.383,"ICP-MS 2008/2016"
"3937","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Co",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3938","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cd",2015-09-28 08:15:00,NA,"ICP-MS 2008/2016"
"3939","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ca",2015-09-28 08:15:00,17.587,"ICP-OES-1"
"3940","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ba",2015-09-28 08:15:00,0.032,"ICP-OES-1"
"3941","Agglomération Nantaise","Bassin Pierre Anne / AN_001","As",2015-09-28 08:15:00,1.652,"ICP-1"
"3942","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Al",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3943","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Pt_f0.45um",2015-09-28 08:15:00,NA,"ICP-MS 2008/2016"
"3944","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Zn_f0.45um",2015-09-28 08:15:00,5.5,"ICP-OES-1"
