"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"654",38755,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ti_F0.45um",2018-02-13 09:00:00,24.3621,"ICP-MS 2017/20xx-1"
"655",38756,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Sr_F0.45um",2018-02-13 09:00:00,0.4627,"ICP-MS 2017/20xx-1"
"656",38758,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Pb_F0.45um",2018-02-13 09:00:00,0.8316,"ICP-MS 2017/20xx-1"
"657",38760,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ni_F0.45um",2018-02-13 09:00:00,1.5915,"ICP-MS 2017/20xx-1"
"658",38767,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Zn_f0.45um",2018-02-13 09:00:00,51.8975,"ICP-MS 2017/20xx-1"
"659",38768,"Écoquartier Bottière-Chesnaie","EcoQUA_015","V_f0.45um",2018-02-13 09:00:00,0.943,"ICP-MS 2017/20xx-1"
"660",38769,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ti_f0.45um",2018-02-13 09:00:00,1.9285,"ICP-MS 2017/20xx-1"
"661",38770,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Sr_f0.45um",2018-02-13 09:00:00,60.4421,"ICP-MS 2017/20xx-1"
"662",38772,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Pb_f0.45um",2018-02-13 09:00:00,0.3957,"ICP-MS 2017/20xx-1"
"663",38774,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ni_f0.45um",2018-02-13 09:00:00,2.8287,"ICP-MS 2017/20xx-1"
"664",38781,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Zn",2018-02-13 09:00:00,71.5054,"ICP-MS 2017/20xx-1"
"665",38782,"Écoquartier Bottière-Chesnaie","EcoQUA_015","V",2018-02-13 09:00:00,1.4266,"ICP-MS 2017/20xx-1"
"666",38783,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ti",2018-02-13 09:00:00,26.2906,"ICP-MS 2017/20xx-1"
"667",38784,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Sr",2018-02-13 09:00:00,60.9048,"ICP-MS 2017/20xx-1"
"668",38786,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Pb",2018-02-13 09:00:00,1.2273,"ICP-MS 2017/20xx-1"
"669",38788,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ni",2018-02-13 09:00:00,4.4202,"ICP-MS 2017/20xx-1"
"670",38879,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Zn_F0.45um",2018-02-13 09:00:00,16.7533,"ICP-MS 2017/20xx-1"
"671",38880,"Écoquartier Bottière-Chesnaie","EcoQUA_010","V_F0.45um",2018-02-13 09:00:00,1.1572,"ICP-MS 2017/20xx-1"
"672",38881,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Ti_F0.45um",2018-02-13 09:00:00,39.103,"ICP-MS 2017/20xx-1"
"673",38882,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Sr_F0.45um",2018-02-13 09:00:00,1.1317,"ICP-MS 2017/20xx-1"
"674",38884,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Pb_F0.45um",2018-02-13 09:00:00,1.8447,"ICP-MS 2017/20xx-1"
"675",38886,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Ni_F0.45um",2018-02-13 09:00:00,2.3832,"ICP-MS 2017/20xx-1"
"676",38893,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Zn_f0.45um",2018-02-13 09:00:00,45.5088,"ICP-MS 2017/20xx-1"
"677",38894,"Écoquartier Bottière-Chesnaie","EcoQUA_010","V_f0.45um",2018-02-13 09:00:00,0.9477,"ICP-MS 2017/20xx-1"
"678",38895,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Ti_f0.45um",2018-02-13 09:00:00,1.3684,"ICP-MS 2017/20xx-1"
"679",38896,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Sr_f0.45um",2018-02-13 09:00:00,56.717,"ICP-MS 2017/20xx-1"
"680",38898,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Pb_f0.45um",2018-02-13 09:00:00,0.3003,"ICP-MS 2017/20xx-1"
