"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"48",18566,"Prairie de Mauves","PDM_0069","Fla_sol",2010-03-09 00:00:00,10,"GC/MS/MS_Sol"
"49",19218,"Prairie de Mauves","PDM_0070","Fla_sol",2010-03-09 00:00:00,10,"GC/MS/MS_Sol"
"50",21439,"Prairie de Mauves","PDM_0005","Fla_f0.45um",2011-11-15 10:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"51",21443,"Prairie de Mauves","PDM_0005","BaAnt_f0.45um",2011-11-15 10:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"52",21444,"Prairie de Mauves","PDM_0005","BaPyr_f0.45um",2011-11-15 10:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"53",21447,"Prairie de Mauves","PDM_0005","BkFla_f0.45um",2011-11-15 10:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"54",21548,"Prairie de Mauves","PDM_0068","Fla_sol",2010-03-09 00:00:00,10,"GC/MS/MS_Sol"
"55",21558,"Prairie de Mauves","PDM_0068","Fla_sol",2010-03-09 00:00:00,16,"GC/MS/MS_Sol"
"56",22153,"Prairie de Mauves","PDM_0076","Fla_sol",2010-03-08 00:00:00,1282,"GC/MS/MS_Sol"
"57",22228,"Prairie de Mauves","PDM_0077","Fla_sol",2010-03-08 00:00:00,942,"GC/MS/MS_Sol"
"58",22536,"Prairie de Mauves","PDM_0007","Pyr_f0.45um",2011-11-15 13:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"59",22543,"Prairie de Mauves","PDM_0007","Fla_f0.45um",2011-11-15 13:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"60",22547,"Prairie de Mauves","PDM_0007","BaAnt_f0.45um",2011-11-15 13:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"61",22548,"Prairie de Mauves","PDM_0007","BaPyr_f0.45um",2011-11-15 13:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"62",22551,"Prairie de Mauves","PDM_0007","BkFla_f0.45um",2011-11-15 13:25:00,0.005,"GC/MS(/MS) (L/L hexane)"
"63",26550,"Prairie de Mauves","PDM_0005","Pyr_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"64",26557,"Prairie de Mauves","PDM_0005","Fla_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"65",26561,"Prairie de Mauves","PDM_0005","BaAnt_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"66",26562,"Prairie de Mauves","PDM_0005","BaPyr_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"67",27492,"Bassin Ville au Blanc","VaB_03","Fla_sol",2017-05-10 07:15:00,393,"GC/MS/MS_Sol"
"68",27558,"Noue ZAC de la Brosse","NB_01","Fla_sol",2016-08-03 08:49:00,114,"GC/MS/MS_Sol"
"69",27586,"Noue ZAC de la Brosse","NB_02","Fla_sol",2016-08-03 07:39:00,65,"GC/MS/MS_Sol"
"70",27614,"Noue ZAC de la Brosse","NB_03","Fla_sol",2016-08-03 08:13:00,47,"GC/MS/MS_Sol"
"71",39274,"Bassin Chézine BO3","BO3_03","Fla_sol",2017-05-10 12:20:00,77,"GC/MS/MS_Sol"
"72",39303,"Bassin Chézine BO3","BO3_01","Fla_sol",2017-05-10 12:55:00,41,"GC/MS/MS_Sol"
"73",39361,"Bassin Ville au Blanc","VaB_04","Fla_sol",2017-05-10 07:30:00,60,"GC/MS/MS_Sol"
"74",39909,"Bassin Ville au Blanc","VaB_05","Fla_sol",2017-05-10 08:25:00,128,"GC/MS/MS_Sol"
"75",39996,"Bassin Chézine BO3","BO3_02","Fla_sol",2017-05-10 12:34:00,29,"GC/MS/MS_Sol"
"76",46239,"Bassin Chézine BO3","BO3_03","Fla_sol",2018-06-27 00:00:00,8,"GC/MS/MS_Sol"
"77",46268,"Bassin Chézine BO3","BO3_01","Fla_sol",2018-06-27 00:00:00,14.04,"GC/MS/MS_Sol"
"78",46303,"Bassin Chézine BO3","BO3_02","Fla_sol",2018-06-27 00:00:00,7.75,"GC/MS/MS_Sol"
"79",46826,"Bassin Ville au Blanc","VaB_05","Fla_sol",2018-07-04 10:00:00,64.66,"GC/MS/MS_Sol"
"80",46849,"Bassin Ville au Blanc","VaB_03","Fla_sol",2018-07-04 08:30:00,79.14,"GC/MS/MS_Sol"
"81",46879,"Bassin Ville au Blanc","VaB_04","Fla_sol",2018-07-04 09:30:00,136.73,"GC/MS/MS_Sol"
"82",46913,"Écoquartier Bottière-Chesnaie","EcoQUA_017","Fla_sol",2018-07-09 00:00:00,495.87,"GC/MS/MS_Sol"
"83",46936,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Fla_sol",2018-07-09 00:00:00,479.18,"GC/MS/MS_Sol"
"84",46965,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Fla_sol",2018-07-09 00:00:00,356.42,"GC/MS/MS_Sol"
