"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"127",34235,"Bassin Chézine BO3","BO3_01","V",2017-10-20 12:00:00,7.1168,"ICP-MS 2017/20xx-1"
"128",34236,"Bassin Chézine BO3","BO3_01","Zn",2017-10-20 12:00:00,140.0058,"ICP-MS 2017/20xx-1"
"129",34309,"Bassin Chézine BO3","BO3_03","As",2017-10-20 12:00:00,4.0036,"ICP-MS 2017/20xx-1"
"130",34311,"Bassin Chézine BO3","BO3_03","Zn",2017-10-20 12:00:00,21.1655,"ICP-MS 2017/20xx-1"
"131",34313,"Bassin Chézine BO3","BO3_03","Cu",2017-10-20 12:00:00,11.6613,"ICP-MS 2017/20xx-1"
"132",34315,"Bassin Chézine BO3","BO3_03","V",2017-10-20 12:00:00,1.6776,"ICP-MS 2017/20xx-1"
"133",34318,"Bassin Chézine BO3","BO3_03","Ti",2017-10-20 12:00:00,88.4807,"ICP-MS 2017/20xx-1"
"134",34320,"Bassin Chézine BO3","BO3_03","Cr",2017-10-20 12:00:00,1.1385,"ICP-MS 2017/20xx-1"
"135",34322,"Bassin Chézine BO3","BO3_03","Sr",2017-10-20 12:00:00,25.081,"ICP-MS 2017/20xx-1"
"136",34326,"Bassin Chézine BO3","BO3_03","Pb",2017-10-20 12:00:00,0.6415,"ICP-MS 2017/20xx-1"
"137",34328,"Bassin Chézine BO3","BO3_03","Co",2017-10-20 12:00:00,0.8305,"ICP-MS 2017/20xx-1"
"138",34330,"Bassin Chézine BO3","BO3_01","Ni",2017-10-20 12:00:00,5.7046,"ICP-MS 2017/20xx-1"
"139",34334,"Bassin Chézine BO3","BO3_03","Ni",2017-10-20 12:00:00,5.573,"ICP-MS 2017/20xx-1"
"140",34336,"Bassin Chézine BO3","BO3_03","Cd",2017-10-20 12:00:00,0.0425,"ICP-MS 2017/20xx-1"
"141",34341,"Bassin Chézine BO3","BO3_03","Mo",2017-10-20 12:00:00,1.0744,"ICP-MS 2017/20xx-1"
"142",34739,"Bassin Chézine BO3","BO3_01","As",2017-08-18 08:25:00,10.2604,"ICP-MS 2017/20xx-1"
"143",34742,"Bassin Chézine BO3","BO3_01","Cd",2017-08-18 08:25:00,0.067,"ICP-MS 2017/20xx-1"
"144",34743,"Bassin Chézine BO3","BO3_01","Co",2017-08-18 08:25:00,1.454,"ICP-MS 2017/20xx-1"
"145",34744,"Bassin Chézine BO3","BO3_01","Cr",2017-08-18 08:25:00,5.0029,"ICP-MS 2017/20xx-1"
"146",34745,"Bassin Chézine BO3","BO3_01","Cu",2017-08-18 08:25:00,17.8333,"ICP-MS 2017/20xx-1"
"147",34750,"Bassin Chézine BO3","BO3_01","Mo",2017-08-18 08:25:00,2.5207,"ICP-MS 2017/20xx-1"
"148",34752,"Bassin Chézine BO3","BO3_01","Ni",2017-08-18 08:25:00,13.3966,"ICP-MS 2017/20xx-1"
"149",34754,"Bassin Chézine BO3","BO3_01","Pb",2017-08-18 08:25:00,2.7407,"ICP-MS 2017/20xx-1"
"150",34756,"Bassin Chézine BO3","BO3_01","Sr",2017-08-18 08:25:00,22.9801,"ICP-MS 2017/20xx-1"
"151",34757,"Bassin Chézine BO3","BO3_01","Ti",2017-08-18 08:25:00,158.82,"ICP-MS 2017/20xx-1"
"152",34758,"Bassin Chézine BO3","BO3_01","V",2017-08-18 08:25:00,6.207,"ICP-MS 2017/20xx-1"
"153",34759,"Bassin Chézine BO3","BO3_01","Zn",2017-08-18 08:25:00,38.6912,"ICP-MS 2017/20xx-1"
"154",34816,"Bassin Chézine BO3","BO3_03","Ni",2017-08-18 09:00:00,17.5986,"ICP-MS 2017/20xx-1"
"155",34820,"Bassin Chézine BO3","BO3_03","Cd",2017-08-18 09:00:00,0.28,"ICP-MS 2017/20xx-1"
"156",34831,"Bassin Chézine BO3","BO3_03","Mo",2017-08-18 09:00:00,2.0182,"ICP-MS 2017/20xx-1"
